"RIS Name","Description","Database","Report","FRB Number","Call Names"
"SZ30HEL","30-89 PD LN-SECURITIZATION-HEL","FTS","RC-S","RCFDB734 RCONB734",""
"SZ30OTH","30-89 PD LN-SECURITIZATION-OTH","FTS","RC-S","RCFDB739 RCONB739",""
"SZ30RES","30-89 PD LN-SECURITIZATION -RES","FTS","RC-S","RCFDB733 RCONB733",""
"SZ3BT10B","ASSETS 3B TO 10B FLAG","FTS","FTS","",""
"SZ500T1B","ASSETS 500M TO 1B FLAG","FTS","FTS","",""
"SZ50T100","ASSETS 50M TO 100M FLAG","FTS","FTS","",""
"SZ5BP","ASSETS OVER 5B FLAG","FTS","FTS","",""
"SZ90AUTO","90 + PD LN-SECURITIZATION-AUTO","FTS","RC-S","RCFDB743 RCONB743",""
"SZ90CI","90 + PD LN-SECURITIZATION-CI","FTS","RC-S","RCFDB745 RCONB745",""
"SZ90CON","90 + PD LN-SECURITIZATION-CON","FTS","RC-S","RCFDB744 RCONB744",""
"SZ90CRCD","90 + PD LN-SECURITIZATION-CRCD","FTS","RC-S","RCFDB742 RCONB742",""
"SZ90HEL","90+ PD LN-SECURITIZATION-HEL","FTS","RC-S","RCFDB741 RCONB741",""
"SZ90OTH","90 + PD LN-SECURITIZATION-OTH","FTS","RC-S","RCFDB746 RCONB746",""
"SZ90RES","90 + PD LN-SECURITIZATION-RES","FTS","RC-S","RCFDB740 RCONB740",""
"SZAF1250","ON-BS SEZ EXP AFS SEC-EA 1250%","FTS","RC-R","RCONS482 RCFDS482",""
"SZAFGU","ON-BS SEZ EXP AFS SEC-GROSS UP","FTS","RC-R","RCONS484 RCFDS484",""
"SZAFNRW","ON-BS SEZ EXP AFS SEC-ADJ COL A","FTS","RC-R","RCONS481 RCFDS481",""
"SZAFRCR","ON-BS SZ EXP AFS SEC-RC-R COL A","FTS","RC-R","RCONS480 RCFDS480",""
"SZAFSSFA","ON-BS SEZ EXP AFS SEC-SSFA","FTS","RC-R","RCONS483 RCFDS483",""
"SZAO1250","ON-BS SEZ EXP ALL OTH-EA 1250%","FTS","RC-R","RCONS492 RCFDS492",""
"SZAOGU","ON-BS SEZ EXP ALL OTH-GROSS UP","FTS","RC-R","RCONS494 RCFDS494",""
"SZAONRW","ON-BS SEZ EXP ALL OTH-ADJ COL A","FTS","RC-R","RCONS491 RCFDS491",""
"SZAORCR","ON-BS SZ EXP ALL OTH-RC-R COL A","FTS","RC-R","RCONS490 RCFDS490",""
"SZAOSSFA","ON-BS SEZ EXP ALL OTHER-SSFA","FTS","RC-R","RCONS493 RCFDS493",""
"SZCRAUTO","REC ASSET SECURITIZATION-AUTO","FTS","RC-S","RIADB757",""
"SZCRCDFE","OUTSTDG CC FEES IN SECURITZD CC","FTS","RC-S","RCFDC407 RCONC407",""
"SZCRCI","REC ASSET SECURITIZATION-CI","FTS","RC-S","RIADB759",""
"SZCRCON","REC ASSET SECURITIZATION-CON","FTS","RC-S","RIADB758",""
"SZCRCRCD","REC ASSET SECURITIZATION - CRCD","FTS","RC-S","RIADB756",""
"SZCRHEL","RE PRIN SEC ASSET SOLD-HEL","FTS","RC-S","RIADB755",""
"SZCROTH","REC ASSET SECURITIZATION-","FTS","RC-S","RIADB760",""
"SZCRRES","REC ASSET SECURITIZATION-RES","FTS","RC-S","RIADB754",""
"SZDRAUTO","C/O ON ASSET SECURITIZATION-AUTO","FTS","RC-S","RIADB750",""
"SZDRCI","C/O ON ASSET SECURITIZATION-CI","FTS","RC-S","RIADB752",""
"SZDRCON","C/O ON ASSET SECURITIZATION-CON","FTS","RC-S","RIADB751",""
"SZDRCRCD","C/O ON ASSET SECURITIZATION-CRCD","FTS","RC-S","RIADB749",""
"SZDRHEL","C/O ON ASSET SECURITIZATION-HEL","FTS","RC-S","RIADB748",""
"SZDROTH","C/O ON ASSET SECURITIZATION-OTH","FTS","RC-S","RIADB753",""
"SZDRRES","C/O ON ASSET SECURITIZATION-RES","FTS","RC-S","RIADB747",""
"SZHA1250","ON-BS SEZ EXP HTM SEC-EA 1250%","FTS","RC-R","RCONS477 RCFDS477",""
"SZHAGU","ON-BS SEZ EXP HTM SEC-GROSS UP","FTS","RC-R","RCONS479 RCFDS479",""
"SZHANRW","ON-BS SEZ EXP HTM SEC-ADJ COL A","FTS","RC-R","RCONS476 RCFDS476",""
"SZHARCR","ON-BS SEZ EXP HM SEC-RC-R COL A","FTS","RC-R","RCONS475 RCFDS475",""
"SZHASSFA","ON-BS SEZ EXP HTM SEC-SSFA","FTS","RC-R","RCONS478 RCFDS478",""
"SZIOAUTO","CR EXP ON SECURITIZATN I/O-AUTO","FTS","RC-S","RCFDB715 RCONB715",""
"SZIOCI","CR EXP ON SECURITIZATION I/O-CI","FTS","RC-S","RCFDB717 RCONB717",""
"SZIOCON","CR EXP ON SECURITIZATION I/O-CON","FTS","RC-S","RCFDB716 RCONB716",""
"SZIOCRCD","CR EXP ON SECURITIZATN I/O-CRCD","FTS","RC-S","RCFDB714 RCONB714",""
"SZIOHEL","CR EXP ON SECURITIZATION I/O-HEL","FTS","RC-S","RCFDB713 RCONB713",""
"SZIOOTH","CR EXP ON SECURITIZATION I/O-OTH","FTS","RC-S","RCFDB718 RCONB718",""
"SZIORES","CR EXP ON SECURITIZATION I/O-RES","FTS","RC-S","RCFDB712 RCONB712",""
"SZISLAUT","CR EXP ON SECURITIZATN - AUTO","FTS","RC-S","RCFDHU12",""
"SZISLCCD","CR EXP ON SECURITIZATN - CRCD","FTS","RC-S","RCFDHU11",""
"SZISLCI","CR EXP ON SECURITIZATN -CI","FTS","RC-S","RCFDHU14",""
"SZISLCON","CR EXP ON SECURITIZATN - CON","FTS","RC-S","RCFDHU13",""
"SZISLHEL","CR EXP ON SECURITIZATN - HEL","FTS","RC-S","RCFDHU10",""
"SZISLOTH","CR EXP ON SECURITIZATN -OTH","FTS","RC-S","RCFDHU15 RCONBHU15",""
"SZISLRES","CR EXP ON SECURITIZATION RES","FTS","RC-S","RCFDHU09 RCONHU09",""
"SZLAUTO","RE PRIN SEC ASSET SOLD - AUTO","FTS","RC-S","RCFDB708 RCONB708",""
"SZLCAUTO","CR EXP ON SECURITIZATN L/C-AUTO","FTS","RC-S","RCFDB722 RCONB722",""
"SZLCCI","CR EXP ON SECURITIZATN L/C-CI","FTS","RC-S","RCFDB724 RCONB724",""
"SZLCCON","CR EXP ON SECURITIZATN L/C-CON","FTS","RC-S","RCFDB723 RCONB723",""
"SZLCCRD","CR EXP ON SECURITIZATN L/C-CRCD","FTS","RC-S","RCFDB721 RCONB721",""
"SZLCHEL","CR EXP ON SECURITIZATN L/C-HEL","FTS","RC-S","RCFDB720 RCONB720",""
"SZLCNSUB","SECUR CNSMR LNS HIGH-RISK-ASMT","FTS","RC-O","RCONN028 RCFDN028",""
"SZLCOTH","CR EXP ON SECURITIZATN L/C-OTH","FTS","RC-S","RCFDB725 RCONB725",""
"SZLCRES","CR EXP ON SECURITIZATION L/C-RES","FTS","RC-S","RCFDB719 RCONB719",""
"SZLFMNT","SECUR RE 1-4 FM LN NON-TRD-ASMT","FTS","RC-O","RCONN026 RCFDN026",""
"SZLNCI","RE PRIN SEC ASSET SOLD - CI","FTS","RC-S","RCFDB710 RCONB710",""
"SZLNCON","RE PRIN SEC ASSET SOLD - CONS","FTS","RC-S","RCFDB709 RCONB709",""
"SZLNCRCD","RE PRIN SEC ASSET SOLD - CRCD","FTS","RC-S","RCFDB707 RCONB707",""
"SZLNHEL","RE PRIN SEC ASSET SOLD - HEL","FTS","RC-S","RCFDB706 RCONB706",""
"SZLNOTH","RE PRIN SEC ASSET SOLD - OTH","FTS","RC-S","RCFDB711 RCONB711",""
"SZLNRES","RE PRIN SEC ASSET SOLD-RES","FTS","RC-S","RCFDB705 RCONB705",""
"SZLNTL","RE PRIN SEC ASSET SOLD-RES-051","FTS","RC-S","RCONFT08",""
"SZLVLNSC","SECUR C&I LN & SEC HGH-RSK-ASMT","FTS","RC-O","RCONN030 RCFDN030",""
"SZOF1250","OFF-BS SECZ EXP-EA 1250%","FTS","RC-R","RCONS497 RCFDS497",""
"SZOFGU","OFF-BS SECZ EXP - GROSS UP","FTS","RC-R","RCONS499 RCFDS499",""
"SZOFNRW","OFF-BS SECZ EXP -ADJ COL A","FTS","RC-R","RCONS496 RCFDS496",""
"SZOFRCR","OFF-BS SECZ EXP-RC-R COL A","FTS","RC-R","RCONS495 RCFDS495",""
"SZOFSSFA","OFF-BS SECZ EXP-SSFA","FTS","RC-R","RCONS498 RCFDS498",""
"SZSLCAUT","CR EXP ON SECURTIZD L/C-AUTO","FTS","RC-S","RCFDC403 RCONC403",""
"SZSLCCI","CR EXP ON SECURTIZD L/C-CI","FTS","RC-S","RCFDC405 RCONC405",""
"SZSLCCON","CR EXP ON SECURTIZD L/C-CON","FTS","RC-S","RCFDC404 RCONC404",""
"SZSLCCRD","CR EXP ON SECURTIZD L/C-CRCD","FTS","RC-S","RCFDC402 RCONC402",""
"SZSLCHEL","CR EXP ON SECURTIZD L/C-HEL","FTS","RC-S","RCFDC401 RCONC401",""
"SZSLCOTH","CR EXP ON SECURTIZD L/C-OTH","FTS","RC-S","RCFDC406 RCONC406",""
"SZSLCRES","CR EXP ON SECURTIZD L/C-RES","FTS","RC-S","RCFDC400 RCONC400",""
"SZSSCAUT","CR EXP ON SECURTIZD SUB SEC-AUTO","FTS","RC-S","RCFDC396 RCONC396",""
"SZSSCCI","CR EXP ON SECURTIZD SUB SEC-CI","FTS","RC-S","RCFDC398 RCONC398",""
"SZSSCCON","CR EXP ON SECURTIZD SUB SEC-CON","FTS","RC-S","RCFDC397 RCONC397",""
"SZSSCCRD","CR EXP ON SECURTIZD SUB SEC-CRCD","FTS","RC-S","RCFDC395 RCONC395",""
"SZSSCHEL","CR EXP ON SECURTIZD SUB SEC-HEL","FTS","RC-S","RCFDC394 RCONC394",""
"SZSSCOTH","CR EXP ON SECURTIZD SUB SEC-OTH","FTS","RC-S","RCFDC399 RCONC399",""
"SZSSCRES","CR EXP ON SECURTIZD SUB SEC-RES","FTS","RC-S","RCFDC393 RCONC393",""
"SZTA1250","ON-BS SEZ EXP TRD AST-EA 1250%","FTS","RC-R","RCONS487 RCFDS487",""
"SZTAGU","ON-BS SEZ EXP TRD AST-GROSS UP","FTS","RC-R","RCONS489 RCFDS489",""
"SZTANRW","ON-BS SEZ EXP TRD AST-ADJ COL A","FTS","RC-R","RCONS486 RCFDS486",""
"SZTARCR","ON-BS SZ EXP TRD AST-RC-R COL A","FTS","RC-R","RCONS485 RCFDS485",""
"SZTASSFA","ON-BS SEZ EXP TRADE ASSET-SSFA","FTS","RC-R","RCONS488 RCFDS488",""
"SZUCAUTO","COMMITS FOR LIQUIDITY  - AUTO","FTS","RC-S","RCFDB729 RCONB729",""
"SZUCCI","COMMITS FOR LIQUIDITY  - CI","FTS","RC-S","RCFDB731 RCONB731",""
"SZUCCON","COMMITS FOR LIQUIDITY  - CON","FTS","RC-S","RCFDB730 RCONB730",""
"SZUCCRCD","COMMITS FOR LIQUIDITY  - CRCD","FTS","RC-S","RCFDB728 RCONB728",""
"SZUCHEL","COMMITS FOR LIQUIDITY - HEL","FTS","RC-S","RCFDB727 RCONB727",""
"SZUCOTH","COMMITS FOR LIQUIDITY  - OTH","FTS","RC-S","RCFDB732 RCONB732",""
"SZUCRES","COMMITS FOR LIQUIDITY  - RES","FTS","RC-S","RCFDB726 RCONB726",""
"T1ADBDED","RC-R ADDITIONAL T1 CAP BEF DED","FTS","RC-R","RCOAP863 RCFAP863",""
"T1ADCPIN","RC-R ADD TIER 1 CAP INST & SUR","FTS","RC-R","RCOAP860 RCFAP860",""
"T1ADDDED","RC-R ADDITIONAL T1 CAP DEDUCT","FTS","RC-R","RCOAP864 RCFAP864",""
"T1MIN","RC-R T1 MIN INT NOT IN CM EQ T1","FTS","RC-R","RCOAP862 RCFAP862",""
"T1NQCPIN","RC-R NON-QUAL CPT INST PHSE OUT","FTS","RC-R","RCOAP861 RCFAP861",""
"T2AFSGN","RC-R AFS UNRL GAIN INCL TIER 2","FTS","RC-R","RCOAQ257 RCFAQ257",""
"T2BEFDED","RC-R TIER 2 CAPITAL BEF DEDUCT","FTS","RC-R","RCOAP870 RCFAP870 RCOWP870 RCFWP870",""
"T2CAPINS","RC-R TIER 2 CAP INST & SUR","FTS","RC-R","RCOAP866 RCFAP866",""
"T2DED","RBC TIER 2 CAPITAL DEDUCTIONS","FTS","RC-R","RCOAP872 RCFAP872",""
"T2MIN","RC-R MINORITY INT NOT INCL TIER 1","FTS","RC-R","RCOAP868 RCFAP868",""
"T2NQCAP","RC-R TIER 2 NON QUAL CAP INST","FTS","RC-R","RCOAP867 RCFAP867",""
"TASTMEX","ASSETS EXCL-OTS ASSESS-MNGD","FTS","RC-BAL","",""
"TASTNMEX","ASSETS EXCL-OTS ASSESS-NONMNGD","FTS","RC-BAL","",""
"TAXFIT","FEDERAL INCOME TAXES","FTS","RI-C","RIAD4780",""
"TAXSTATE","STATE AND LOCAL INCOME TAXES","FTS","RI-C","RIAD4790",""
"TAXTOT","TOTAL INCOME TAXES","FTS","RI-C","RIAD4770",""
"TCAMA","CORP TRUST-MANAGED-AMT","FTS","RC-T","RCFDB884 RCONB884",""
"TCAMANUM","CORP TRUST-MANAGED-NUM","FTS","RC-T","RCFDC001 RCONC001",""
"TCANMA","CORP TRUST-NON-MANAGED-AMT","FTS","RC-T","RCFDB885 RCONB885",""
"TCANMNUM","CORP TRUST-NON-MANAGED-NUM","FTS","RC-T","RCFDC002 RCONC002",""
"TCANUM","CORP TRUST-TRUSTEESHIPS-NUM","FTS","RC-T","RCONB927 RCFDB927",""
"TCANUMD","CORP & MUNI-TRUSTEE-DEFAULT-NUM","FTS","RC-T","RCFDJ313 RCONJ313",""
"TCAPAO","CORP TRUST-TRUSTEESHIPS-AMT","FTS","RC-T","RCONB928 RCFDB928",""
"TCAPAOD","CORP & MUNI-TRUSTEE-DEFAULT-AMT","FTS","RC-T","RCFDJ314 RCONJ314",""
"TCATNUM","CORP TRUST-TRANSFER-NUM","FTS","RC-T","RCONB929 RCFDB929",""
"TCDEMV","CIFS -DOM EQUITY-AMT","FTS","RC-T","RCONB932 RCFDB932",""
"TCDENUM","CIFS -DOM EQUITY-NUM","FTS","RC-T","RCONB931 RCFDB931",""
"TCIEMV","CIFS -INTL/GLOBAL-EQ-AMT","FTS","RC-T","RCONB934 RCFDB934",""
"TCIENUM","CIFS -INTL/GLOBAL-EQ-NUM","FTS","RC-T","RCONB933 RCFDB933",""
"TCMBMV","CIFS-MUNICIPAL BOND-AMT","FTS","RC-T","RCONB940 RCFDB940",""
"TCMBNUM","CIFS-MUNICIPAL BOND-NUM","FTS","RC-T","RCONB939 RCFDB939",""
"TCSBMV","CIFS -STOCK/BOND-AMT","FTS","RC-T","RCONB936 RCFDB936",""
"TCSBNUM","CIFS -STOCK/BOND-NUM","FTS","RC-T","RCONB935 RCFDB935",""
"TCSNMA","CUST AND SAFE ACCT-NON-MAN-AMT","FTS","RC-T","RCFDB898 RCONB898",""
"TCSNMNUM","CUST AND SAFE ACCT-NON-MAN-NUM","FTS","RC-T","RCFDB899 RCONB899",""
"TCSOMV","CIFS-SPECIALTY/OTHER-AMT","FTS","RC-T","RCONB944 RCFDB944",""
"TCSONUM","CIFS-SPECIALTY/OTHER-NUM","FTS","RC-T","RCONB943 RCFDB943",""
"TCSTMV","CIFS-SHORT TERM INV-AMT","FTS","RC-T","RCONB942 RCFDB942",""
"TCSTNUM","CIFS-SHORT TERM INV-NUM","FTS","RC-T","RCONB941 RCFDB941",""
"TCTBMV","CIFS - TAXABLE BOND-AMT","FTS","RC-T","RCONB938 RCFDB938",""
"TCTBNUM","CIFS - TAXABLE BOND-NUM","FTS","RC-T","RCONB937 RCFDB937",""
"TCTOTMV","CIFS-TOTAL-AMT","FTS","RC-T","RCONB946 RCFDB946",""
"TCTOTNUM","CIFS-TOTAL-NUM","FTS","RC-T","RCONB945 RCFDB945",""
"TDABFV","TRADE DER ASSET FV ON BS","FTS","RC-Q","RCFD3543 RCON3543",""
"TDAL1FV","TR DER ASSET LVL 1 FV MEASURE","FTS","RC-Q","RCFDG494 RCONG494",""
"TDAL2FV","TR DER ASSET LVL 2 FV MEASURE","FTS","RC-Q","RCFDG495 RCONG495",""
"TDAL3FV","TR DER ASSET LVL 3 FV MEASURE","FTS","RC-Q","RCFDG496 RCONG496",""
"TDANTFV","TRADE DER ASSET NET IN DET FV","FTS","RC-Q","RCFDG493 RCONG493",""
"TDLBFV","TRADE DER LIAB FV ON BS","FTS","RC-Q","RCFD3547 RCON3547",""
"TDLL1FV","TR DER LIAB LVL 1 FV MEASURE","FTS","RC-Q","RCFDG513 RCONG513",""
"TDLL2FV","TR DER LIAB LVL 2 FV MEASURE","FTS","RC-Q","RCFDG514 RCONG514",""
"TDLL3FV","TR DER LIAB LVL 3 FV MEASURE","FTS","RC-Q","RCFDG515 RCONG515",""
"TDLNTFV","TRADE DER LIAB NET IN DET FV","FTS","RC-Q","RCFDG512 RCONG512",""
"TEBMA","EMP BENE-DEF BENE-MANAGE-AMT","FTS","RC-T","RCFDB876 RCONB876",""
"TEBMANUM","EMP BENE-DEF BENE-MANAGED-NUM","FTS","RC-T","RCFDB878 RCONB878",""
"TEBNMA","EMP BENE-DEF BENE-NON-MAN-AMT","FTS","RC-T","RCFDB877 RCONB877",""
"TEBNMNUM","EMP BENE-DEF BENE-NON-MAN-NUM","FTS","RC-T","RCFDB879 RCONB879",""
"TECMA","EMP BENE-CONTRIB-MANAGED-AMT","FTS","RC-T","RCFDB872 RCONB872",""
"TECMANUM","EMP BENE-CONTRI-MANAGED-NUM","FTS","RC-T","RCFDB874 RCONB874",""
"TECNMA","EMP BENE-CONTRI-NON-MAN-AMT","FTS","RC-T","RCFDB873 RCONB873",""
"TECNMNUM","EMP BENE-CONTRI-NON-MANAGE-NUM","FTS","RC-T","RCFDB875 RCONB875",""
"TECPS","EMP BEN & RET TR - COM & PF STK","FTS","RC-T","RCFDJ297 RCONJ297",""
"TEEQF","EMP BEN & RET TR - EQ MUT FUND","FTS","RC-T","RCFDJ279 RCONJ279",""
"TEI","EMP BEN & RET TR - INT BEARING","FTS","RC-T","RCFDJ267 RCONJ267",""
"TEMATOT","EMP BEN & RET TR-TOT MANAGE AST","FTS","RC-T","RCFDJ309 RCONJ309",""
"TEMISC","EMP BEN & RET TR - MISC ASSET","FTS","RC-T","RCFDJ306 RCONJ306",""
"TEMMF","EMP BEN & RET TR - MONEY MKT","FTS","RC-T","RCFDJ276 RCONJ276",""
"TENI","EMP BEN & RET TR - NONINT BEAR","FTS","RC-T","RCFDJ264 RCONJ264",""
"TEOTHB","EMP BEN & RET TR-OTH NOTE & BND","FTS","RC-T","RCFDJ291 RCONJ291",""
"TEOTHF","EMP BEN & RET TR - OTH MUT FUND","FTS","RC-T","RCFDJ282 RCONJ282",""
"TERE","EMP BEN & RET TR - REAL ESTATE","FTS","RC-T","RCFDJ303 RCONJ303",""
"TEREMTG","EMP BEN & RET TR - RE MTG","FTS","RC-T","RCFDJ300 RCONJ300",""
"TESCMUN","EMP BEN & RET TR - MUNI","FTS","RC-T","RCFDJ273 RCONJ273",""
"TESCUS","EMP BEN & RET TR -U.S TREAS & OB","FTS","RC-T","RCFDJ270 RCONJ270",""
"TESTO","EMP BEN & RET TR - SHRT TERM OB","FTS","RC-T","RCFDJ288 RCONJ288",""
"TETOT","EXPENSE FIDUCIARY - YTD","FTS","RC-T","RIADC058",""
"TETRF","EMP BEN & RET TR - TRUST FUND","FTS","RC-T","RCFDJ285 RCONJ285",""
"TEUF","EMP BEN & RET TR - UNREG FUNDS","FTS","RC-T","RCFDJ294 RCONJ294",""
"TFEMA","FOUNDATION & ENDOW-MANAGED-AMT","FTS","RC-T","RCFDJ255 RCONJ255",""
"TFEMANUM","FOUNDATION & ENDOW-MANAGED-NUM","FTS","RC-T","RCFDJ257 RCONJ257",""
"TFENMA","FOUNDATION & END-NON-MANAGE-AMT","FTS","RC-T","RCFDJ256 RCONJ256",""
"TFENMNUM","FOUNDATION & END-NON-MANAGE-NUM","FTS","RC-T","RCFDJ258 RCONJ258",""
"TICA","GR.INC-CORP TRUST & AGENCY-YTD","FTS","RC-T","RIADA479",""
"TICS","GR.INC-CUSTODY-YTD","FTS","RC-T","RIADB909",""
"TIEB","GR.INC-EMP. BENEFIT-BENEFIT-YTD","FTS","RC-T","RIADB906",""
"TIEC","GR.INC-EMP. BENEFIT- CONTRI-YTD","FTS","RC-T","RIADB905",""
"TIFE","GR. INC- FOUNDATION & ENDOW-YTD","FTS","RC-T","RIADJ316",""
"TIM","GR.INC-INVESTMENT MAN ACCTS-YTD","FTS","RC-T","RIADB908",""
"TIMA","GR.INC - INVESTMENT AGCY - YTD","FTS","RC-T","RIADJ315",""
"TIMMA","INVESTMENT AGENCY-MANAGED-AMT","FTS","RC-T","RCFDB886 RCONB886",""
"TIMMAGL","FIDUC SETTLE-MAN-INVEST","FTS","RC-T","RIADB953",""
"TIMMANUM","INVESTMENT AGENCY-MANAGED-NUM","FTS","RC-T","RCFDB888 RCONB888",""
"TIMNMA","INVESTMENT AGCY NON-MANAGED-AMT","FTS","RC-T","RCFDJ253 RCONJ253",""
"TIMNMGL","FIDUC SETTLE-NON-MAN-INVEST","FTS","RC-T","RIADB954",""
"TIMNMNUM","INVESTMENT AGCY NON-MANAGED-NUM","FTS","RC-T","RCFDJ254 RCONJ254",""
"TIMREC","FIDUC SETTLE-RECOV-INVESTMENT","FTS","RC-T","RIADB955",""
"TINTRA","INTRACOMPANY INC FIDUCIARY-YTD","FTS","RC-T","RIADB911",""
"TIOF","GR.INC-OTHER FIDUCIARY-YTD","FTS","RC-T","RIADA480",""
"TIOR","GR.INC-OTHER RETIREMENT -YTD","FTS","RC-T","RIADB907",""
"TIP","GR.INC-PERSONAL & AG ACCTS-YTD","FTS","RC-T","RIADB904",""
"TIR","GR.INC-RELATED SERV-YTD","FTS","RC-T","RIADB910",""
"TITOT","TOTAL GROSS FIDUCIARY INC-YTD","FTS","RC-T","RIAD4070",""
"TITOTF","TOT FOREIGN OFF GROSS FIDUC-YTD","FTS","RC-T","RIADB912",""
"TMAF","FIDUCIARY FGN OFF-MANAGED-AMT","FTS","RC-T","RCFNB900",""
"TMAFNUM","FIDUCIARY FGN OFF-MANAGED-AMT","FTS","RC-T","RCFNB902",""
"TMASMF","ADVISED/SPONSORED MUT FND -AMT","FTS","RC-T","RCFDJ311 RCONJ311",""
"TMASMFN","ADVISED/SPONSORED MUTAL FND-NUM","FTS","RC-T","RCFDJ312 RCONJ312",""
"TNI","NET FIDUCIARY INCOME -YTD","FTS","RC-T","RIADA491",""
"TNL","NET LOSS FROM FIDUCIARY-YTD","FTS","RC-T","RIADA488",""
"TNMAF","FIDUCIARY FGN OFF-NON-MAN-AMT","FTS","RC-T","RCFNB901",""
"TNMNUMF","FIDUCIARY FGN OFF-NON-MAN-NUM","FTS","RC-T","RCFNB903",""
"TOCPS","ALL OTH MAN ASSET-COM & PFD STK","FTS","RC-T","RCFDJ298 RCONJ298",""
"TOEQF","ALL OTH MANAGE AST - EQ MUT FND","FTS","RC-T","RCFDJ280 RCONJ280",""
"TOFMA","OTH FIDUCIARY-MANAGED-AMT","FTS","RC-T","RCFDB890 RCONB890",""
"TOFMAGL","FIDUC SETTLE-MAN-OTHER","FTS","RC-T","RIADB956",""
"TOFMANUM","OTH FIDUCIARY-MANAGED-NUM","FTS","RC-T","RCFDB892 RCONB892",""
"TOFNMA","OTH FIDUCIARY NON-MANAGED-AMT","FTS","RC-T","RCFDB891 RCONB891",""
"TOFNMAGL","FIDUC SETTLE-NON-MAN-OTHER","FTS","RC-T","RIADB957",""
"TOFNMNUM","OTH FIDUCIARY-NON-MANAGED-NUM","FTS","RC-T","RCFDB893 RCONB893",""
"TOFREC","FIDUC SETTLE-RECOV-OTHER","FTS","RC-T","RIADB958",""
"TOI","ALL OTH MANAGE ASSET - INT BEAR","FTS","RC-T","RCFDJ268 RCONJ268",""
"TOMATOT","ALL OTHER MANAGED ASSET- TOTAL","FTS","RC-T","RCFDJ310 RCONJ310",""
"TOMISC","ALL OTH MAN ASSET - MISC ASSET","FTS","RC-T","RCFDJ307 RCONJ307",""
"TOMMF","ALL OTH MANAGE AST - MONEY MKT","FTS","RC-T","RCFDJ277 RCONJ277",""
"TONI","ALL OTH MAN ASSET - NONINT BEAR","FTS","RC-T","RCFDJ265 RCONJ265",""
"TOOTHB","ALL OTH MAN AST -OTH NOTE & BND","FTS","RC-T","RCFDJ292 RCONJ292",""
"TOOTHF","ALL OTH MAN ASSET - OTH MUT FND","FTS","RC-T","RCFDJ283 RCONJ283",""
"TORE","ALL OTH MAN ASSET - REAL ESTATE","FTS","RC-T","RCFDJ304 RCONJ304",""
"TOREMTG","ALL OTHER MANAGE ASSET - RE MTG","FTS","RC-T","RCFDJ301 RCONJ301",""
"TORMA","OTH RETIREMENT-MANAGED-AMT","FTS","RC-T","RCFDB880 RCONB880",""
"TORMANUM","OTH RETIREMENT-MANAGED-NUM","FTS","RC-T","RCFDB882 RCONB882",""
"TORNMA","OTH RETIREMENT-NON-MAN-AMT","FTS","RC-T","RCFDB881 RCONB881",""
"TORNMNUM","OTH RETIREMENT-NON-MAN-NUM","FTS","RC-T","RCFDB883 RCONB883",""
"TOSCMUN","ALL OTHER MANAGED ASSET - MUNI","FTS","RC-T","RCFDJ274 RCONJ274",""
"TOSCUS","ALL OTH MAN AST-U.S. TREAS & OB","FTS","RC-T","RCFDJ271 RCONJ271",""
"TOSTO","ALL OTH MAN AST - SHRT TERM OBL","FTS","RC-T","RCFDJ289 RCONJ289",""
"TOTASTFV","TOTAL ASSETS FV OPTION - BAL SH","FTS","RC-BAL","DERIVED",""
"TOTCRRES","ALLOWANCE FOR CREDIT LOSSES","FTS","RC-BAL","RIADA512",""
"TOTLIFV","TOTAL LIAB FV OPTION - BAL SH","FTS","RC-BAL","DERIVED",""
"TOTRF","ALL OTH MAN ASSET - TRUST FUND","FTS","RC-T","RCFDJ286 RCONJ286",""
"TOUF","ALL OTH MAN ASSET - UNREG FUNDS","FTS","RC-T","RCFDJ295 RCONJ295",""
"TPCPS","MAN ASSETS -COM AND PREF STOCKS","FTS","RC-T","RCONB920 RCFDB920",""
"TPI","MAN ASSETS -INTEREST BEARING","FTS","RC-T","RCONB914 RCFDB914",""
"TPICPS","PER TR & INV AGY- COM & PRF STK","FTS","RC-T","RCFDJ296 RCONJ296",""
"TPIEQF","PER TR & INV AGY - EQ MUT FUND","FTS","RC-T","RCFDJ278 RCONJ278",""
"TPII","PER TR & INV AGY - INT BEARING","FTS","RC-T","RCFDJ266 RCONJ266",""
"TPIMATOT","PER TR & INV AGY-TOT MANAGE AST","FTS","RC-T","RCFDJ308 RCONJ308",""
"TPIMISC","PER TR & INV AGY - MISC","FTS","RC-T","RCFDJ305 RCONJ305",""
"TPIMMF","PER TR & INV AGY - MONEY MKT","FTS","RC-T","RCFDJ275 RCONJ275",""
"TPINI","PER TR & INV AGY-NONINT BEARING","FTS","RC-T","RCFDJ263 RCONJ263",""
"TPIOTHB","PER TR & INV AGY-OTH NOTE & BND","FTS","RC-T","RCFDJ290 RCONJ290",""
"TPIOTHF","PER TR & INV AGY - OTH MUT FUND","FTS","RC-T","RCFDJ281 RCONJ281",""
"TPIRE","PER TR & INV AGY - REAL ESTATE","FTS","RC-T","RCFDJ302 RCONJ302",""
"TPIREMTG","PER TR & INV AGY - RE MTG","FTS","RC-T","RCFDJ299 RCONJ299",""
"TPISCMUN","PER TR & INV AGY - MUNI","FTS","RC-T","RCFDJ272 RCONJ272",""
